headline,section,locations,word_count,snippet,source,subjects,url,desk,date,type,id,abstract
The Immigration Equation,Magazine,[],7965,Do illegal immigrants take jobs? Expand the economy? Drag down wages? Create opportunity? Politicians aren't the only ones fighting over the answers.,The New York Times,"[u'Immigration and Refugees', u'Illegal Aliens', u'Wages and Salaries', u'Discrimination', u'Prostitution', u'Education and Schools']",http://www.nytimes.com/2006/07/09/magazine/09IMM.html,Magazine,9/7/2006,News,54ae397c7988105cf60956cf,
A Church Leader in China Draws 7½ Years,World,[u'China'],151,A court in Henan Province has convicted Zhang Rongliang of fraudulently obtaining a passport and crossing a border illegally.,The New York Times,[u'Freedom and Human Rights'],http://www.nytimes.com/2006/07/09/world/asia/09china.html,Foreign,9/7/2006,News,54ae55037988105cf6095a78,
"Even in Iraq, All Politics Is Local",Opinion,"[u'Iraq', u'Afghanistan']",1125,A great many of the failures in Afghanistan and Iraq arise from a single problem: the American-led coalitions’ lack of trust in local politicians.,The New York Times,"[u'United States Armament and Defense', u'United States International Relations']",http://www.nytimes.com/2006/07/13/opinion/13stewart.html,OpEd,13/7/2006,Op-Ed,54ae6bbe7988105cf6095d88,
"From Warlord to Premier, a Chechen Transformation",World,[u'Chechnya (Russia)'],1176,Ramzan Kadyrov has risen to the center of Russia’s effort at replacing the rebels with a pro-Kremlin Chechen force.,The New York Times,[],http://www.nytimes.com/2006/07/15/world/europe/15ramzan.html,Foreign,15/7/2006,News,54ae7d0c7988105cf6095fdd,
The Fugitive’s Tale,Opinion,[u'Darfur (Sudan)'],761,"Hashim Adam Mersal, who has witnessed the genocide in Darfur, has come to America to tell his story.",The New York Times,"[u'War Crimes, Genocide and Crimes Against Humanity', u'Immigration and Refugees']",http://www.nytimes.com/2006/07/16/opinion/16kristof.html,Editorial,16/7/2006,Op-Ed,545ce66b79881039320ed612,
"In an About-Face, Sunnis Want U.S. to Remain in Iraq",World,"[u'Iraq', u'Haditha (Iraq)', u'Abu Ghraib']",1524,Sunni Arab leaders now say they need U.S. troops to protect them from Shiite militias and Shiite-run government forces.,The New York Times,"[u'Sunni Muslims', u'United States Armament and Defense', u'Shiite Muslims', u'Murders and Attempted Murders', u'Politics and Government', u'Mosques', u'Kidnapping', u'United States International Relations', u'Leaders and Leadership']",http://www.nytimes.com/2006/07/17/world/middleeast/17sunnis.html,Foreign,17/7/2006,News,54ae862d7988105cf6096113,
Advocate for China’s Weak Crosses the Powerful,World,[u'China'],532,"Chinese authorities postponed the criminal trial of a rights lawyer today, as his supporters gathered in large numbers.",The New York Times,[],http://www.nytimes.com/2006/07/20/world/asia/20cnd-blind.html,ContinuousNews,20/7/2006,News,54aea06f7988105cf6096433,
Scuffles in China as Trial of Peasants&#8217; Rights Advocate Is Postponed,World,[u'China'],534,"Chinese authorities postponed the criminal trial of a rights lawyer today, as his supporters gathered in large numbers.",The New York Times,"[u'Freedom and Human Rights', u'Suits and Litigation', u'Demonstrations and Riots']",http://www.nytimes.com/2006/07/21/world/asia/21china.html,Foreign,21/7/2006,News,54aea66e7988105cf6096500,
Military Exercises Increase Russia-Georgia Tension,World,[u'Russia'],897,"In continuing military exercises close to the Georgian border Sunday, Russian armed forces were trained to provide assistance to Russian peace keepers located in the Georgian conflict zones of Abkhazia and South Ossetia.",The New York Times,[],http://www.nytimes.com/2006/07/24/world/europe/24russiasumm.html,FOR,24/7/2006,News,54b04db07988100e219651b9,
Top Iraqi’s White House Visit Shows Gaps With U.S.,World,[u'Iraq'],1263,Prime Minister Nuri Kamal al-Maliki is expected to make requests that clash sharply with President Bush’s foreign policy.,The New York Times,[],http://www.nytimes.com/2006/07/25/world/middleeast/25maliki.html,Foreign,25/7/2006,News,54b052467988100e21965259,
Iraqi Leader Embraces Terror Fight in Speech to Congress,World,"[u'Iraq', u'United States']",1085,The Iraqi prime minister called Iraq the “front line” in the fight against terrorism and vowed to become an “active player” in the security and stability of the Middle East.,The New York Times,"[u'Terrorism', u'Public Opinion', u'Torture', u'Military Bases and Installations', u'United States International Relations', u'Freedom and Human Rights']",http://www.nytimes.com/2006/07/27/world/middleeast/27maliki.html,Foreign,27/7/2006,News,54b062af7988100e2196548f,
"Paid Notice: Deaths   RICHMAN, VIVIAN HOFFMAN",Paid Death Notices,[],80,"RICHMAN--Vivian Hoffman. Of Lexington, MA, July 23, 2006. Wife of Peter Richman of Lexington. Mother of Meredith (Spence) Turcotte of Arlington and Jeremy of Waltham. Grandmother of Danica and Rylan Spence of Arlington. Sister of Daniel Hoffman of...",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9507EFDA1F3AF934A15754C0A9609C8B63,Classified,27/7/2006,Paid Death Notice,4fd287e88eb7c8105d85a547,
Volunteer Fighters Arrive as Tensions Rise in Abkhazia,World,[u'Russia'],843,Twenty volunteer fighters arrived in the breakaway region of Abkhazia Monday amid rising tensions with Georgia.,The New York Times,[],http://www.nytimes.com/2006/08/01/world/europe/01russiasumm.html,FOR,1/8/2006,News,54b082867988100e219658b3,
"Paid Notice: Deaths   CUNNINGHAM, PAUL A.",Paid Death Notices,[],96,"CUNNINGHAM--Paul A. Of West Street, Attleboro, MA, on August 3, 2006. Beloved husband of the late Ruth (Woelfel) Cunningham. Loving father of Bridget Cunningham of Bridgeport, CT, Paul J. Cunningham and his wife Jennifer Joaquin of South Portland,...",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9D00E7DD163AF934A3575BC0A9609C8B63,Classified,7/8/2006,Paid Death Notice,4fd2561d8eb7c8105d7ff470,
Human Rights Group Accuses Israel of War Crimes,World,"[u'Israel', u'Lebanon']",866,Amnesty International said Israel’s bombing campaign amounted to indiscriminate attacks on Lebanese civilians.,The New York Times,"[u'War Crimes, Genocide and Crimes Against Humanity', u'Freedom and Human Rights', u'Armament, Defense and Military Forces']",http://www.nytimes.com/2006/08/24/world/middleeast/24lebanon.html,Foreign,24/8/2006,News,54b119387988100e21966bff,
News Summary,New York and Region,[],736,INTERNATIONAL A3-17    Some Republicans Criticize C.I.A. Warnings on Iran  Some senior Bush administration officials and top Republican lawmakers are voicing anger that American spy agencies have not issued more ominous warnings about the threats...,The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9800E0DD133EF937A1575BC0A9609C8B63,Metropolitan Desk,24/8/2006,Summary,4fd2561f8eb7c8105d7ff6ba,
INSIDE,Front Page; New York and Region,[],211,"Israel Assailed Over Lebanon; New French Offer  Amnesty International accused Israel of war crimes, saying its bombing in Lebanon amounted to indiscriminate attacks on civilians. The Foreign Ministry rejected the accusation. France said it would...",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDC133EF937A1575BC0A9609C8B63,Metropolitan Desk,24/8/2006,Summary,4fd251848eb7c8105d7f6624,
Rights Groups Say Military Is Behind Killings in Philippines,World,[u'Philippines'],1082,Many community organizers and activists around the country have gone into hiding to avoid what they say is a military-backed campaign of assassinations of leftists.,The New York Times,"[u'Assassinations and Attempted Assassinations', u'Freedom and Human Rights']",http://www.nytimes.com/2006/08/25/world/asia/25filip.html,Foreign,25/8/2006,News,54b121367988100e21966cfd,
Jets Grounded in U.S. and Ireland; Alert Raised at Houston Airport,World,"[u'Ireland', u'Houston (Tex)', u'Great Britain']",696,An anonymous caller told the police that a liquid explosive had been planted on board a flight from New York to Ireland.,The New York Times,"[u'Airlines and Airplanes', u'Bombs and Explosives', u'Deportation', u'Airports']",http://www.nytimes.com/2006/08/26/world/europe/26london.html,Foreign,26/8/2006,News,54b12a4f7988100e21966e23,
South Dakota Plans Its First Execution Since 1947,U.S.,[],505,"Barring a last minute granting of clemency, Elijah Page, 24, who pleaded guilty to the torture killing of a 19-year-old man, is scheduled to die by lethal injection at 10 p.m. Tuesday.",The New York Times,"[u'CAPITAL PUNISHMENT', u'Prisons and Prisoners']",http://www.nytimes.com/2006/08/29/us/29execute.html,National,29/8/2006,News,54b1387f7988100e21966fec,
Uganda: Rebels Say They’ll End Their Fight,World,[u'Uganda'],169,"The leaders of the Lord’s Resistance Army, which has terrorized Ugandans for nearly two decades, went on local radio to announce that their war is over.",The New York Times,[u'CIVIL WAR and Guerrilla Warfare'],http://www.nytimes.com/2006/08/29/world/africa/29briefs-001.html,Foreign,29/8/2006,Brief,54b13a267988100e21967024,
World Briefing | Africa: Uganda: Rebels Say They'll End Their Fight,World,[u'UGANDA'],170,"The leaders of the Lord's Resistance Army, the shadowy rebel movement that has terrorized Ugandans for nearly two decades, went on local radio to announce that as of today, their war is over and they will stop fighting. The rebels, notorious for...",AP,[u'AMNESTIES AND PARDONS'],/data/daily/2006/08/29/774731.sgml,Foreign Desk,29/8/2006,News,4fd2af398eb7c8105d89e49e,Leaders of Lord's Resistance Army in Uganda agree to truce with government of Pres Yoweri Museveni; International Criminal Court issues arrest warrants for rebel head Joseph Kony and four other leaders but government offers them amnesty in return for promise that insurgency will end; photo (S)
South Africa: Anti-Mercenary Law Passed,World,[u'South Africa'],137,Parliament passed legislation to prohibit most citizens from serving in foreign wars in any capacity.,The New York Times,"[u'Law and Legislation', u'Politics and Government', u'War and Revolution']",http://www.nytimes.com/2006/08/30/world/africa/30briefs-001.html,Foreign,30/8/2006,Brief,54b141827988100e21967113,
World Briefing | Africa: South Africa: Anti-Mercenary Law Passed,World,"[u'EQUITORIAL GUINEA', u'AFRICA', u'SOUTH AFRICA']",140,"Parliament passed legislation to prohibit most citizens from serving in foreign wars in any capacity, a ban critics said went well beyond its stated aim of ending the nation's tawdry history as a source of hired guns in third world conflicts. Mosiuoa...",The New York Times,"[u""COUPS D'ETAT AND ATTEMPTED COUPS D'ETAT"", u'ARMAMENT, DEFENSE AND MILITARY FORCES', u'MERCENARIES', u'LAW AND LEGISLATION']",http://query.nytimes.com/gst/fullpage.html?res=9C04E0D7113EF933A0575BC0A9609C8B63,Foreign Desk,30/8/2006,News,4fd271b18eb7c8105d82e517,South African Parliament passes law prohibiting most citizens from serving in foreign wars in effort to stop mercenaries from undermining democracy in Africa; critics say law will also keep South African military veterans from serving in legitimate international conflicts; law emerged in part as response to role of South Africans in failed coup in Equitorial Guinea in 2004 (S)
When Israel Is Attacked (1 Letter),Opinion,"[u'Israel', u'Lebanon']",92,To the Editor:.,The New York Times,"[u'War Crimes, Genocide and Crimes Against Humanity']",http://www.nytimes.com/2006/08/31/opinion/l31israel.html,Letters,31/8/2006,Letter,54b144da7988100e2196717e,
When Israel Is Attacked,Opinion,"[u'LEBANON', u'ISRAEL']",92,"To the Editor:     Re ''Human Rights Group Accuses Israel of War Crimes in Lebanon'' (news article, Aug. 24):     It is not surprising that Amnesty International should accuse Israel of war crimes. The organization has made such pronouncements...",The New York Times,"[u'WAR CRIMES, GENOCIDE AND CRIMES AGAINST HUMANITY']",http://query.nytimes.com/gst/fullpage.html?res=9D07E3DF1E3EF932A0575BC0A9609C8B63,Editorial Desk,31/8/2006,Letter,4fd256208eb7c8105d7ff79e,Paul Bloustein letter on Amnesty International's accusation that Israel committed war crimes; says it would be more helpful to have discussion of how Israel should respond to unprovoked attack (Aug 24 article)
Donald Rumsfeld’s Dance With the Nazis,Opinion,[u'Iraq'],1543,A preview of the ambitious propaganda campaign planned between now and Election Day.,The New York Times,"[u'United States Armament and Defense', u'Terrorism', u'Nazi Policies Toward Jews and Minorities', u'World War II (1939-45)']",http://www.nytimes.com/2006/09/03/opinion/03rich.html,Editorial,3/9/2006,Op-Ed,54b15c82798810617c6992d0,
"Paid Notice: Deaths   MANSBRIDGE, RONALD",Paid Death Notices,[],150,"MANSBRIDGE--Ronald, 100. On September 1, 2006, peacefully in his home in Weston, Connecticut. Born 11 November 1905 in England, son of George Frederick Mansbridge, inventor of the Mansbridge electrical condenser, and Florence Quye Mansbridge....",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9E04E5D8173AF936A3575AC0A9609C8B63,Classified,5/9/2006,Paid Death Notice,4fd256218eb7c8105d7ff864,
"Paid Notice: Deaths  Mansbridge, Ronald ",Paid Death Notices,[],150,"MANSBRIDGE-Ronald, 100. On September 1, 2006, peacefully in his home in Weston, Connecticut. Born 11 November 1905 in England, son of George Frederick Mansbridge, inventor of the Mansbridge electrical condenser, and Florence Quye Mansbridge. Educated...",The New York Times,[],http://www.legacy.com/Link.asp?I=LS000019129716,Classified,5/9/2006,Paid Death Notice,52140e9879881007d5910de6,
President Moves 14 Held in Secret to Guantanamo,U.S.,[u'Guantanamo Bay Naval Base (Cuba)'],1571,The announcement was the first time President Bush had acknowledged the existence of secret C.I.A. prisons abroad.,The New York Times,"[u'Terrorism', u'Law and Legislation']",http://www.nytimes.com/2006/09/07/us/07detain.html,National,7/9/2006,News,54b174dd798810617c699605,
In Hitler’s Wake,Books,[],941,Philip Kerr’s cop-turned- private-eye hero is the ideal narrator for a tale of dirty deals made by victors and vanquished alike.,The New York Times,[u'Books and Literature'],http://www.nytimes.com/2006/09/10/books/review/Crime.t.html,BookReview,10/9/2006,Review,549109bf79881035eeb2f03b,
